1743.63 709.911 0.86
1714.34 755.016 0.86
1671.04 808.081 0.86
1629.01 857.166 0.86
1589.53 892.985 0.86
1539.86 936.763 0.86
1480.01 973.909 0.86
1436.71 996.461 0.86
1376.85 1030.95 0.86
1324.64 1053.51 0.86
1292.8 1068.1 0.86
1240.59 1076.06 0.86
1114.51 1099.94 0.86
1068.66 1098.61 0.86
1185.83 1088 0.86
994.798 1099.94 0.86
924.755 1098.61 0.86
835.609 1102.59 0.86
746.462 1106.57 0.86
658.59 1102.59 0.86
550.341 1101.26 0.86
447.186 1098.61 0.86
346.578 1088 0.86
248.517 1070.75 0.86
174.653 1040.24 0.86
126.26 1000.44 0.86
95.6954 943.397 0.86
88.0543 870.432 0.86
94.4219 788.182 0.86
96.9689 719.197 0.86
117.345 688.685 0.86
102.063 678.072 0.86
105.884 638.273 0.86
113.525 573.269 0.86
138.995 459.18 0.86
158.098 387.542 0.86
200.124 280.086 0.86
237.056 191.202 0.86
273.988 123.544 0.86
316.014 78.439 0.86
354.219 43.9469 0.86
407.707 24.0475 0.86
503.221 22.7209 0.86
747.736 20.0677 0.86
975.695 22.7209 0.86
1203.65 21.3943 0.86
1437.98 21.3943 0.86
1629.01 22.7209 0.86
