RADPS,Torque,Efficiency
0.0,0.0,0.840816248751442
32.4132575,0.0,0.8487791065704285
64.826515,0.0,0.8563668403231828
97.2397725,0.0,0.863587004090777
129.65303,0.0,0.8704471519542839
162.0662875,0.0,0.8769548379947756
194.479545,0.0,0.8831176162933246
226.89280250000002,0.0,0.8889430409310034
259.30606,0.0,0.8944386659888843
291.7193175,0.0,0.89961204554804
324.132575,0.0,0.9044707336895424
356.5458325,0.0,0.9090222844944644
388.95909,0.0,0.9132742520438782
421.3723475,0.0,0.9172341904188562
453.78560500000003,0.0,0.920909653700471
486.1988625,0.0,0.9243081959697947
518.61212,0.0,0.9274373713079
551.0253775,0.0,0.9303047337958592
583.438635,0.0,0.9329178375147448
615.8518925,0.0,0.9352842365456291
648.26515,0.0,0.9374114849695845
680.6784075,0.0,0.9393071368676835
0.0,11.904761904761905,0.8387214755896737
32.4132575,11.904761904761905,0.8466843030376364
64.826515,11.904761904761905,0.8542719954507622
97.2397725,11.904761904761905,0.8614921069101232
129.65303,11.904761904761905,0.8683521914967921
162.0662875,11.904761904761905,0.874859803291841
194.479545,11.904761904761905,0.8810224963763427
226.89280250000002,11.904761904761905,0.8868478248313691
259.30606,11.904761904761905,0.8923433427379932
291.7193175,11.904761904761905,0.8975166041772871
324.132575,11.904761904761905,0.9023751632303231
356.5458325,11.904761904761905,0.9069265739781739
388.95909,11.904761904761905,0.9111783905019117
421.3723475,11.904761904761905,0.9151381668826091
453.78560500000003,11.904761904761905,0.9188134572013383
486.1988625,11.904761904761905,0.922211815539172
518.61212,11.904761904761905,0.9253407959771823
551.0253775,11.904761904761905,0.9282079525964418
583.438635,11.904761904761905,0.930820839478023
615.8518925,11.904761904761905,0.9331870107029981
648.26515,11.904761904761905,0.9353140203524396
680.6784075,11.904761904761905,0.93720942250742
0.0,23.80952380952381,0.8365634232721936
32.4132575,23.80952380952381,0.8445261596070851
64.826515,23.80952380952381,0.8521137280013253
97.2397725,23.80952380952381,0.8593336825359866
129.65303,23.80952380952381,0.8661935772921415
162.0662875,23.80952380952381,0.8727009663508623
194.479545,23.80952380952381,0.8788634037932215
226.89280250000002,23.80952380952381,0.8846884437002913
259.30606,23.80952380952381,0.8901836401531444
291.7193175,23.80952380952381,0.8953565472328532
324.132575,23.80952380952381,0.9002147190204899
356.5458325,23.80952380952381,0.9047657095971271
388.95909,23.80952380952381,0.9090170730438372
421.3723475,23.80952380952381,0.9129763634416924
453.78560500000003,23.80952380952381,0.9166511348717654
486.1988625,23.80952380952381,0.9200489414151285
518.61212,23.80952380952381,0.9231773371528541
551.0253775,23.80952380952381,0.9260438761660146
583.438635,23.80952380952381,0.9286561125356825
615.8518925,23.80952380952381,0.9310216003429301
648.26515,23.80952380952381,0.93314789366883
680.6784075,23.80952380952381,0.9350425465944544
0.0,35.714285714285715,0.8343420917990018
32.4132575,35.714285714285715,0.8423046762787745
64.826515,35.714285714285715,0.8498920379748722
97.2397725,35.714285714285715,0.8571117309683673
129.65303,35.714285714285715,0.8639713093403323
162.0662875,35.714285714285715,0.8704783271718394
194.479545,35.714285714285715,0.8766403385439612
226.89280250000002,35.714285714285715,0.8824648975377699
259.30606,35.714285714285715,0.8879595582343383
291.7193175,35.714285714285715,0.8931318747147384
324.132575,35.714285714285715,0.8979894010600429
356.5458325,35.714285714285715,0.9025396913513241
388.95909,35.714285714285715,0.9067902996696544
421.3723475,35.714285714285715,0.9107487800961063
453.78560500000003,35.714285714285715,0.9144226867117521
486.1988625,35.714285714285715,0.9178195735976643
518.61212,35.714285714285715,0.9209469948349153
551.0253775,35.714285714285715,0.9238125045045775
583.438635,35.714285714285715,0.9264236566877233
615.8518925,35.714285714285715,0.9287880054654252
648.26515,35.714285714285715,0.9309131049187556
680.6784075,35.714285714285715,0.9328065091287868
0.0,47.61904761904762,0.832057481170098
32.4132575,47.61904761904762,0.8400198530527045
64.826515,47.61904761904762,0.8476069253714028
97.2397725,47.61904761904762,0.8548262522072653
129.65303,47.61904761904762,0.8616853876413643
162.0662875,47.61904761904762,0.8681918857547722
194.479545,47.61904761904762,0.8743533006285618
226.89280250000002,47.61904761904762,0.8801771863438049
259.30606,47.61904761904762,0.8856710969815745
291.7193175,47.61904761904762,0.8908425866229427
324.132575,47.61904761904762,0.895699209348982
356.5458325,47.61904761904762,0.9002485192407648
388.95909,47.61904761904762,0.9044980703793635
421.3723475,47.61904761904762,0.9084554168458505
453.78560500000003,47.61904761904762,0.9121281127212983
486.1988625,47.61904761904762,0.9155237120867793
518.61212,47.61904761904762,0.9186497690233659
551.0253775,47.61904761904762,0.9215138376121305
583.438635,47.61904761904762,0.9241234719341455
615.8518925,47.61904761904762,0.9264862260704833
648.26515,47.61904761904762,0.9286096541022164
680.6784075,47.61904761904762,0.930501310110417
0.0,59.523809523809526,0.8297095913854827
32.4132575,59.523809523809526,0.8376716899288754
64.826515,59.523809523809526,0.8452583901909172
97.2397725,59.523809523809526,0.8524772462526804
129.65303,59.523809523809526,0.8593358121952375
162.0662875,59.523809523809526,0.865841642099661
194.479545,59.523809523809526,0.8720022900470231
226.89280250000002,59.523809523809526,0.8778253101183964
259.30606,59.523809523809526,0.8833182563948533
291.7193175,59.523809523809526,0.8884886829574661
324.132575,59.523809523809526,0.8933441438873073
356.5458325,59.523809523809526,0.8978921932654493
388.95909,59.523809523809526,0.9021403851729646
421.3723475,59.523809523809526,0.9060962736909254
453.78560500000003,59.523809523809526,0.9097674129004043
486.1988625,59.523809523809526,0.9131613568824737
518.61212,59.523809523809526,0.916285659718206
