528.691 589.188 0.96
546.52 581.229 0.96
568.17 577.249 0.96
594.914 574.596 0.96
634.393 571.942 0.96
667.504 569.289 0.96
698.069 571.942 0.96
726.086 569.289 0.96
757.924 573.269 0.96
783.394 573.269 0.96
821.6 578.576 0.96
858.532 578.576 0.96
891.643 582.555 0.96
923.481 583.882 0.96
956.593 586.535 0.96
988.431 587.862 0.96
1024.09 591.842 0.96
1053.38 597.148 0.96
1076.3 598.475 0.96
1114.51 602.455 0.96
1138.71 605.108 0.96
1169.27 614.394 0.96
1194.74 623.681 0.96
1229.13 636.947 0.96
1244.41 654.193 0.96
1250.77 675.419 0.96
1248.23 692.665 0.96
1241.86 707.258 0.96
1227.85 723.177 0.96
1202.38 740.423 0.96
1174.36 752.363 0.96
1151.44 760.323 0.96
1122.15 772.262 0.96
1092.86 781.549 0.96
1064.84 789.508 0.96
1034.28 794.815 0.96
999.892 802.775 0.96
966.781 809.408 0.96
924.755 816.041 0.96
894.19 822.674 0.96
862.352 826.654 0.96
827.967 830.634 0.96
802.497 830.634 0.96
775.753 829.307 0.96
743.915 827.98 0.96
715.898 825.327 0.96
687.881 814.714 0.96
664.957 802.775 0.96
640.76 786.855 0.96
612.743 762.976 0.96
589.82 741.75 0.96
571.991 724.504 0.96
559.255 705.931 0.96
543.973 687.359 0.96
532.512 666.133 0.96
522.323 639.6 0.96
515.956 614.394 0.96
519.776 601.128 0.96
