1749.99 82.4189 0.9
1525.85 86.3988 0.9
1308.08 86.3988 0.9
1125.97 83.7455 0.9
998.619 83.7455 0.9
757.924 81.0923 0.9
573.264 79.7657 0.9
523.597 77.1124 0.9
493.033 85.0721 0.9
463.742 93.0319 0.9
436.998 106.298 0.9
415.348 122.218 0.9
394.972 143.444 0.9
372.048 175.282 0.9
350.399 221.714 0.9
326.202 272.126 0.9
307.099 323.864 0.9
282.902 379.582 0.9
267.62 431.32 0.9
254.885 473.772 0.9
235.782 533.47 0.9
221.774 603.781 0.9
217.953 648.886 0.9
219.226 697.971 0.9
223.047 752.363 0.9
235.782 800.121 0.9
254.885 843.9 0.9
281.629 885.025 0.9
324.928 920.844 0.9
374.596 951.356 0.9
459.921 979.215 0.9
543.973 989.828 0.9
640.76 993.808 0.9
752.83 989.828 0.9
876.361 992.482 0.9
1030.46 993.808 0.9
1122.15 992.482 0.9
1224.03 985.848 0.9
1304.26 965.949 0.9
1360.3 946.05 0.9
1418.88 919.517 0.9
1487.65 878.392 0.9
1547.5 839.92 0.9
1607.36 784.202 0.9
1653.21 741.75 0.9
1681.22 704.605 0.9
1714.34 660.826 0.9
1753.81 601.128 0.9
